stock_level_units,storage_duration_days,product_category,product_value_usd,storage_type,inventory_turnover,insurance_rate_percent,obsolescence_risk,storage_rent_usd_per_month,handling_cost_per_unit,security_level,seasonality,supplier_reliability,holding_cost_usd
38224.0,230.0,Electronics,2323.841673790705,Refrigerated,8.300939249225529,2.8373849409894514,Medium,1.2694738712871971,2.9959566281230523,High,Seasonal,Low,10515.635475221912
33830.0,21.0,Food,4297.216627111293,Outdoor,9.160800281444677,0.8719827986634692,Low,5.993496348166336,3.7988722769490946,High,Seasonal,High,13540.705068929012
36357.0,127.0,Food,3114.799620178984,Warehouse,9.551310685640116,0.7380368136065808,Low,8.605467282858184,4.143460975254034,Basic,High Seasonality,,28292.635205811923
39578.0,208.0,Clothing,4512.95933391363,Warehouse,5.9743267365968045,1.459386209504931,Medium,7.705802342154823,1.7926113173739078,Maximum,Non-Seasonal,Low,4216.822205388854
33703.0,352.0,,4245.515118949406,Warehouse,2.179219049441985,1.3812079942455273,Low,9.23066297537848,4.3440694103472435,Standard,Seasonal,High,45199.99759599844
13690.0,38.0,Electronics,85.63624898231038,Climate Controlled,9.575201826999951,0.673616683934372,Medium,3.820751695401098,4.926003076097963,Standard,,Medium,29727.652787665127
38271.0,47.0,Clothing,,,1.8487885999817066,,Medium,7.682350918486569,3.7733504993784157,Standard,Non-Seasonal,Medium,37513.07318041333
33221.0,333.0,Automotive,3393.2357532389838,Outdoor,8.382055832883978,0.8300050345035868,High,4.734984859690454,3.4551112354474913,,Non-Seasonal,High,37429.54682342438
3708.0,312.0,Electronics,2202.4892849660787,Outdoor,10.087237980825241,1.5414404667675288,High,1.2147649511093181,4.77660344936147,Maximum,Non-Seasonal,Medium,34892.44285442884
19995.0,,Electronics,3248.012729260329,Refrigerated,11.20038362235592,2.106751885716589,Low,2.7294525307757365,4.351243753850861,Standard,Non-Seasonal,High,16250.441481505815
46337.0,87.0,Pharmaceuticals,3457.811643435176,Climate Controlled,8.898916556146474,1.3648098525021588,Medium,8.194812562371947,1.1532895473192863,Basic,Seasonal,Low,17594.293289501456
46795.0,310.0,Food,4964.420597695363,Refrigerated,2.7736816147692043,0.6624875603720838,High,,2.3739951472533805,Maximum,High Seasonality,Low,15233.067195702182
39657.0,278.0,Pharmaceuticals,2783.563460895028,Outdoor,5.886526726950505,1.5624654982149582,High,8.9065358302332,3.111601855911153,Standard,Seasonal,Medium,16908.167135606753
31718.0,8.0,Clothing,1247.3458635655295,Warehouse,11.690769676353568,1.7869630449205376,Low,0.868602583840975,2.83366673639768,Standard,Seasonal,Medium,3659.4393301279883
35548.0,5.0,Clothing,,Climate Controlled,1.634447633056388,2.8862896180713817,Low,6.073386830686975,2.480582594781224,Standard,Non-Seasonal,Low,37155.6946291116
14101.0,220.0,Clothing,260.9467995452496,Outdoor,9.611945392379084,1.5756813647710706,High,4.170817742252274,4.906942531927165,High,Seasonal,Low,
35962.0,36.0,Food,4934.4386357335625,Climate Controlled,4.541381408696214,2.1720316729672366,High,8.198631018162267,0.45546591180728113,Standard,High Seasonality,Medium,15086.975726227685
17999.0,249.0,Electronics,3512.1298327196787,Refrigerated,4.890564208727367,1.3750390118855633,,7.069846662322731,3.028687736666091,High,Seasonal,High,1081.8612005321502
5706.0,17.0,Clothing,3440.9776422336845,Refrigerated,8.833311118399884,0.9416463656838032,Low,5.265829619059765,1.7445124005778814,High,High Seasonality,Low,24458.762787387877
26134.0,53.0,Clothing,2700.4339372800478,Outdoor,5.204209088751649,2.9342935518571727,Medium,,4.7185245833866025,Maximum,High Seasonality,Medium,41553.89383385139
13985.0,199.0,Clothing,4602.620325799363,Warehouse,1.0899405239634787,,High,1.3986757974534698,3.8386527799347125,Standard,High Seasonality,High,22100.289446397528
47452.0,250.0,Clothing,2444.352685173974,Climate Controlled,9.40404241937762,2.570028328639773,Medium,7.695751636061827,0.6649627405908985,High,,High,14753.489887489
34020.0,114.0,Pharmaceuticals,774.5027842854562,Climate Controlled,3.8752027221256986,2.4502105271630477,Low,6.153292683692458,1.596516477791096,High,High Seasonality,Low,22171.067507494514
2033.0,122.0,Clothing,3502.265589401914,,5.6821986167457705,1.5424413006269178,Low,1.0365743229858895,4.0988316201180535,High,Non-Seasonal,Low,3181.078664309753
36128.0,26.0,Automotive,500.94963450178085,Warehouse,8.008170114082853,1.7563444724891737,Medium,8.79925592333639,2.20139035497769,Maximum,Seasonal,Low,41074.97972073169
16411.0,341.0,Clothing,1297.6423600021933,Warehouse,2.9942100587570972,2.576748616711182,High,2.8683623208834854,0.28599885363220967,Basic,High Seasonality,Low,12073.670604047189
16611.0,50.0,Clothing,4156.751395306805,Warehouse,10.47459816443312,1.307116484434975,Medium,9.74006800762186,2.7942907047227106,High,Seasonal,Low,12824.240943077946
17207.0,88.0,Clothing,2478.816210237802,Climate Controlled,1.283258301826406,2.0478819660059466,High,5.642912907472787,2.9748670518073324,Standard,Seasonal,High,33754.005425824456
,129.0,Electronics,363.0546467958349,,6.603580455170463,1.3391307294338017,Low,1.7389086687276807,2.736748953336127,Basic,Seasonal,High,40250.35478535215
34236.0,14.0,Pharmaceuticals,4904.504364808447,Warehouse,4.655127299153152,1.804640924398822,,3.4138679749028897,2.3243031258090636,Maximum,Seasonal,High,22857.862431347865
1876.0,356.0,Food,4586.514032684828,Warehouse,5.201438018412605,0.7730358875934482,Low,6.6008331663848665,2.689719035169736,Basic,Non-Seasonal,,42362.75358543088
49809.0,86.0,Clothing,461.4051145831347,Outdoor,7.113861710117247,2.3786241251866604,Low,7.625387085723913,4.776275972161633,Basic,Non-Seasonal,Low,8634.590273056685
49185.0,76.0,Electronics,3939.7728034501497,Warehouse,5.031353005189848,0.6598324261480766,High,3.5318271683782965,,Maximum,Seasonal,,29541.202998141966
14173.0,17.0,Clothing,2376.0005366862156,Outdoor,5.332554889504257,,Low,3.3609664772839336,3.3485498765900457,Standard,Seasonal,Low,20405.04599237642
40196.0,283.0,Food,,Refrigerated,1.507512322771296,1.867871765635373,Medium,0.6473048584141976,0.8130785910863301,,Non-Seasonal,Medium,39210.08835068943
36355.0,266.0,Food,156.32197405850914,Climate Controlled,3.7619414046258948,1.6419503803670452,Low,1.2959474856089441,0.30106144671951374,Basic,Seasonal,Low,15191.883543560003
27951.0,342.0,Automotive,1589.1873993544452,Refrigerated,1.4562520875176173,1.26771541452131,Medium,5.766813163182763,3.9842235578040053,Basic,Non-Seasonal,Medium,32918.87048386101
28856.0,80.0,Food,1567.5550683302,Outdoor,1.868423571963374,2.334927817561618,High,8.753519948228222,3.430211601242189,Maximum,High Seasonality,Medium,47374.04183698246
18417.0,,Pharmaceuticals,2074.801312658139,Refrigerated,11.779484796283743,2.318746084180316,Low,4.464809462470592,2.8357122426068058,Maximum,High Seasonality,Low,20361.471011760757
10314.0,,Clothing,2035.9392146008347,Warehouse,10.178140748315789,2.4505071992942016,Low,5.16508618911377,0.33135281942798356,High,,Low,14992.864869858295
49290.0,161.0,Clothing,,,5.93664888839466,2.5957978456649635,High,5.8370826913590745,1.676729978738268,High,Seasonal,Low,27265.80272521725
10100.0,,Electronics,3017.8919672359207,Warehouse,,0.5485947658411248,Medium,2.8806316159629803,4.071842843409947,Basic,High Seasonality,High,43469.37303745056
33580.0,84.0,Electronics,889.9089041608328,Outdoor,2.3031933621282983,0.8531824204156642,High,7.240740529063655,4.667899606351605,Basic,Non-Seasonal,Low,20957.931143932998
17534.0,225.0,Pharmaceuticals,336.75508586383296,,8.48147010355385,0.9114186448340107,Low,5.498849487323807,3.9517377909776177,High,Seasonal,High,1364.0786670729703
6395.0,187.0,Electronics,595.3261301684091,Climate Controlled,2.2353906332968903,2.42151349582842,High,3.455789691360593,1.6187250147781187,High,Non-Seasonal,Medium,2285.70729975606
22133.0,14.0,Clothing,1035.1103884850447,Refrigerated,10.776298312798625,2.141717832846231,High,8.679449401891363,,High,,Medium,2979.984668977092
34045.0,96.0,Pharmaceuticals,3300.4049400335607,Refrigerated,8.287567482305928,1.7150078575756091,High,7.177457727885654,0.3010732545102432,,High Seasonality,Medium,12732.342170532436
,362.0,Clothing,,Outdoor,9.157388693123965,2.364390473131052,Medium,6.547244442583252,2.973072681796688,Basic,Non-Seasonal,Low,22092.656893768453
38670.0,193.0,Automotive,1701.690170170834,Outdoor,11.57866976029621,1.457229603258364,Low,2.216050158793548,0.8555721063537485,Standard,Seasonal,High,
46046.0,162.0,Food,1122.5759809191877,Outdoor,8.129425580901458,2.565466986254053,Low,,2.3851763972028244,Basic,Seasonal,High,5823.503459525197
27348.0,171.0,Clothing,4698.170299731309,,3.1425536283823714,1.1570856885976757,Medium,3.5016343131740393,1.957449379082604,Standard,Non-Seasonal,Low,5509.665358741582
8311.0,281.0,Automotive,750.6173250233893,Climate Controlled,7.269526519568242,2.5181998340882306,Low,5.215353296112717,0.8519227879344057,High,Non-Seasonal,Low,22353.79448079161
2613.0,100.0,Automotive,4097.3580830909,,7.274766976473538,2.26129469250939,Low,2.3866954166842,,Maximum,Non-Seasonal,High,49693.439757715474
1477.0,105.0,,2029.9731661486805,Climate Controlled,1.315801152320494,0.5762651296217287,Medium,3.967200183824368,1.8881442082255668,High,Non-Seasonal,Medium,20302.093325337737
32385.0,40.0,Automotive,3735.423946564581,Refrigerated,6.8085780794291555,2.513566210793654,High,5.904531452456766,0.8824683795923232,Standard,Seasonal,Low,40399.611209992916
17131.0,17.0,Electronics,4853.331958439394,Warehouse,2.1983577327456687,2.4077722690548424,High,6.37346025643328,2.1983659518482646,,Seasonal,Medium,42480.17796280189
39178.0,315.0,Pharmaceuticals,4294.301245842408,Outdoor,9.525996315074957,1.4245275670608042,Low,4.404574382248201,4.295735165476841,Standard,High Seasonality,Medium,24906.279742829814
,160.0,Automotive,3922.1983568277183,Outdoor,5.965081443485067,2.535897465814626,Medium,9.060051168965314,1.4473399662934812,High,Non-Seasonal,Low,30757.722880964302
14431.0,337.0,Electronics,836.4911706901765,Warehouse,4.913330529349621,1.7908306724152006,Medium,7.407393777131956,3.0044159208458554,High,,High,46509.88427361157
6878.0,110.0,Automotive,4315.124376098074,Warehouse,,0.7979758112605002,High,5.621190398244736,2.2047632415036964,Standard,Non-Seasonal,High,41220.266017446884
8014.0,343.0,,1166.7375647068802,Refrigerated,2.9924191170083696,1.3504268991388417,Low,8.821486040036714,0.537129490861178,Standard,Seasonal,Medium,21588.79344501892
46430.0,217.0,Pharmaceuticals,1816.670071831251,Warehouse,5.6982124266421055,2.607035342646443,Low,8.179999873448065,0.8026567502265601,Maximum,Non-Seasonal,Low,30782.984017433726
21750.0,255.0,Electronics,1119.3584548980593,Outdoor,10.434974313079675,0.9479858927364,High,3.425292417145018,2.4551020938759214,Basic,High Seasonality,Low,44263.62440850017
35427.0,38.0,Food,2342.4824017310166,Warehouse,2.5488960912522303,1.9958053343477844,Low,1.458576173449342,4.190088842372388,,Seasonal,Low,17316.889111159333
32289.0,105.0,Automotive,4356.831381208658,Outdoor,4.500793130501725,2.816035986651052,Medium,5.445439857307149,0.3559269619711476,Basic,High Seasonality,Low,4080.739296726452
17447.0,348.0,Pharmaceuticals,188.74256042232682,Climate Controlled,4.123694890401723,2.810469576172618,Medium,8.972633951847786,4.334214159109751,Standard,High Seasonality,Low,16013.713944038094
38351.0,200.0,Food,476.02866508620446,Climate Controlled,4.72563131090291,2.7871038739263536,High,4.239267057179434,3.7373652309281975,Basic,High Seasonality,High,31770.266016894893
38849.0,63.0,Electronics,4908.978099427025,Refrigerated,4.070505408457217,1.1155604971874045,Medium,0.8401905796541485,1.93492246235859,Maximum,Non-Seasonal,High,38291.013966208964
27414.0,353.0,Automotive,3397.2837012111645,Refrigerated,1.9720511051130059,2.027917017791596,Low,4.449642689981466,0.15068341320641349,,High Seasonality,Low,46875.10499824588
16677.0,315.0,Automotive,2418.186370859189,Warehouse,,0.7951364109556426,Medium,8.7419435905374,0.9711516787209927,Maximum,Seasonal,High,15785.571217552999
19982.0,65.0,Clothing,1139.0462031472373,Climate Controlled,5.464916485286051,2.8763682476976555,High,9.715826466835965,1.2207962448472995,Standard,Seasonal,Medium,22893.61210095638
6067.0,54.0,Clothing,4002.2127817786027,Refrigerated,10.16061967040114,,Low,9.311454395129164,1.5121403710377195,High,Non-Seasonal,Low,41133.220720521924
8559.0,216.0,Automotive,2052.2857169918243,Refrigerated,5.520608104299606,0.9857812460917427,High,5.566548120665988,2.259003073461761,Maximum,High Seasonality,High,35363.432711896254
39207.0,337.0,Automotive,2130.953270937065,Refrigerated,9.3839443922876,1.1212016520098829,Medium,4.056749035313507,2.5522491004382943,Basic,Seasonal,Medium,37729.726212352696
34923.0,161.0,Automotive,3436.9538822645973,Climate Controlled,3.115851682501847,2.9634284752114963,Low,3.143697381704181,0.10336299702275385,Standard,High Seasonality,Low,2395.5694728365384
4605.0,317.0,Automotive,2369.0084033048843,Refrigerated,6.240865362168846,2.6067768700519967,High,3.73783155365189,4.720244357878151,Maximum,Seasonal,Medium,16723.80128316991
44821.0,186.0,Electronics,4783.440228867724,Warehouse,4.988351210177267,0.9349315110573665,Medium,,4.094191216154523,High,High Seasonality,High,38042.53455881864
12388.0,155.0,Electronics,4300.789424916759,Warehouse,7.714628271072071,1.0134594796623506,Medium,0.7914796493475432,3.3168683309054106,High,Non-Seasonal,Medium,14286.086621072509
15057.0,,Automotive,3196.2801500012215,Outdoor,9.067982445935838,2.7681737994635083,High,0.939825528409217,,High,High Seasonality,Medium,13946.6842639229
46870.0,12.0,,350.19138512818324,Climate Controlled,3.199244153593581,2.304718258138711,High,0.6093748037674207,2.81756485098736,Basic,Non-Seasonal,High,8001.1828707417035
20819.0,161.0,Automotive,2732.624265459438,Outdoor,7.729029151846497,1.9586724746851916,Low,7.245276087482106,2.5538190951590494,Standard,High Seasonality,Low,47149.413424420214
34445.0,262.0,Food,900.3208179436186,Outdoor,5.827934972386564,1.152549111480519,High,7.104001902456308,,Maximum,Seasonal,Low,38816.966121471545
36439.0,126.0,Automotive,1348.068906399462,Refrigerated,5.431033086654836,0.7509026692835747,Medium,4.033833920413654,1.2566203552368853,Maximum,Non-Seasonal,High,46465.9306973486
47146.0,52.0,Food,1652.2927853533888,Warehouse,10.140556715470073,1.6909432493259842,Medium,9.195393877459823,0.9642986598708522,Standard,High Seasonality,Low,48442.47974271263
20326.0,224.0,Food,2677.2769083811095,Outdoor,11.953193553930678,1.976088884932648,Medium,6.550219923802169,0.9093293208647213,High,Seasonal,High,13947.389082714957
30055.0,247.0,Pharmaceuticals,940.7701043204562,Warehouse,1.971124856491043,0.7116054424734362,Medium,5.227581943406001,4.943679149006202,Basic,Seasonal,High,24746.35285021968
36380.0,85.0,Clothing,250.5737092287318,Climate Controlled,11.302429983037024,2.1513906454538425,Low,2.1286353914128573,4.883654537715798,Basic,Seasonal,High,13063.95472735889
19560.0,177.0,Electronics,2028.417713726266,Outdoor,11.90949289438192,1.8044151066908598,Low,2.655616662997029,4.189591721121729,Basic,High Seasonality,Low,24139.21194520769
47179.0,133.0,Food,3724.020451045288,,1.7572535836482226,0.7882072200981165,Low,4.788178948361274,3.072645200077004,Basic,Non-Seasonal,High,47158.475731860926
16905.0,352.0,Food,16.871253608525976,Warehouse,5.328603676441487,2.557994029905543,High,4.599652602581414,,Standard,Seasonal,High,14345.10591751754
44334.0,166.0,Automotive,1711.5525777883922,Warehouse,5.661318825349447,1.519773973805598,Medium,9.580839366504481,2.7366566331716213,High,High Seasonality,High,23494.745991239564
31886.0,253.0,Electronics,3724.797569578825,Warehouse,1.1721841368871102,1.5632323273448838,Medium,4.5092061873607685,3.333462359738091,Standard,Seasonal,Low,8229.675854481591
15617.0,70.0,Electronics,2241.779619902301,Warehouse,10.478202682302278,0.7756907741971695,Low,9.404172681650051,3.705710117741629,Standard,Non-Seasonal,Low,37285.163382972016
43962.0,216.0,Clothing,2007.2848972057318,Outdoor,8.097436975813752,2.88653180880131,High,,4.162454196412431,High,Non-Seasonal,Low,9943.343705677507
40326.0,21.0,Clothing,3883.4327450221904,Climate Controlled,7.361744304054666,1.9856153490331874,Low,,2.031692400248377,Basic,Seasonal,Medium,20299.23428457892
37917.0,10.0,Pharmaceuticals,,Outdoor,5.102538502578728,2.8668672647895694,Medium,1.1182379402096314,4.818666207808253,High,Seasonal,Medium,7885.573038290583
37163.0,363.0,Pharmaceuticals,3242.117822214996,Outdoor,9.589721398695147,0.733845760625653,Low,8.137139193235289,1.687702115512318,Standard,Non-Seasonal,High,40485.96681204713
8958.0,70.0,Pharmaceuticals,4031.3941255374216,Refrigerated,5.549702913028751,0.7367155098325866,Medium,0.8510432154842532,3.4228151330846064,Basic,High Seasonality,Low,9234.211860363892
47330.0,8.0,Pharmaceuticals,2996.085976161445,Outdoor,11.367729555067468,0.5919700474737317,Low,9.369288633713019,0.4082342563340253,Basic,Seasonal,Medium,43088.873491910635
32978.0,351.0,Automotive,1199.5540990459417,Climate Controlled,4.059876639462425,1.4225953827375353,Low,1.9334247831089892,,Standard,High Seasonality,High,44049.80865613227
46507.0,363.0,Pharmaceuticals,1172.5323305146264,Outdoor,5.29660659816736,1.8290327071629615,Low,1.9552106621177425,1.813259845090735,Standard,Non-Seasonal,High,20902.84775215622
3963.0,364.0,Food,,Refrigerated,9.909135169272695,2.690466659401082,High,4.926551510504352,3.8698066876136297,Basic,Seasonal,High,44707.990983976524
26056.0,108.0,Clothing,2889.0838449001544,Refrigerated,2.458023765513596,2.6089045500767023,Low,8.091217285545023,4.730911569310429,High,Seasonal,Medium,26676.978975891485
20175.0,187.0,Food,4774.704586453425,Climate Controlled,5.822947368222142,2.245186459252855,Medium,0.6639679718217566,0.38699637879254867,Standard,High Seasonality,High,47422.22210093188
17648.0,4.0,Food,3655.5538335958445,Refrigerated,5.967656873877327,2.304481789512975,Low,1.1960432345351264,0.4087168106576985,Maximum,High Seasonality,High,32570.187303505107
40724.0,288.0,Food,363.9865232549047,Outdoor,9.974307975482356,0.6518970579180334,Low,7.532566620014086,3.787121206596439,High,Non-Seasonal,Medium,14733.395919982206
3449.0,95.0,Food,1419.924131329188,Refrigerated,6.178931084472691,0.7494074893501097,Low,7.436192845662556,1.659567973752875,Standard,,Medium,13809.742162007542
30694.0,47.0,Food,,Climate Controlled,11.301679344060691,1.8757972442277264,High,3.764425334137327,3.977560187082073,Maximum,,Medium,10982.764164021266
33463.0,183.0,Clothing,352.32948990622157,Warehouse,,2.1834840614721864,Medium,9.705935062802816,3.9380141862950553,Standard,Non-Seasonal,High,13114.425796486781
33535.0,276.0,Electronics,600.1779980209255,Climate Controlled,9.732273664026089,0.5548426800659039,Medium,2.560863432777933,0.5338922555842452,Maximum,Seasonal,Low,31620.303536949046
11989.0,49.0,Pharmaceuticals,,Refrigerated,1.3565630570663205,2.9441329868240924,High,5.763242098657844,2.8280137746084746,Basic,Seasonal,,25389.304675348023
,,Electronics,3893.818017375557,Climate Controlled,2.69076522058388,0.6470261236654608,Low,6.852501496182645,2.283096823076318,High,Non-Seasonal,High,2141.296068537209
12128.0,252.0,Electronics,2123.8515328936733,Refrigerated,4.543018469426498,0.5081754601971168,High,4.742824623901206,1.6662441091050075,Maximum,Seasonal,High,21284.040353617624
32871.0,242.0,Electronics,516.8477584216575,Outdoor,6.82029995478718,2.065793279822257,Low,7.040167189959076,1.8556746983725527,High,Seasonal,High,49400.86624959111
4074.0,14.0,Automotive,2694.472193865015,Refrigerated,2.0849494902061805,2.5285098397059804,,2.4905732313446904,3.398325559134091,High,High Seasonality,Low,49544.39543127831
22925.0,220.0,Food,1276.107675029349,Warehouse,5.948667131553251,1.6440321761390224,High,1.2948296064035998,2.9196790127234866,Standard,Non-Seasonal,Low,44136.07360554483
28199.0,294.0,Automotive,3303.2863213630885,Warehouse,11.514117007961383,0.8670644067458784,Low,,3.347792933945621,Standard,High Seasonality,Low,47961.17453659696
5824.0,179.0,Pharmaceuticals,3559.822562826787,Climate Controlled,2.126245073572564,2.0108683984451687,Medium,3.101196270220465,4.171562698462063,High,High Seasonality,High,33835.697450148036
32810.0,171.0,Automotive,241.49127222509438,Warehouse,9.738952621872595,1.1945131493880492,Low,5.929171893440215,4.001735168948,Basic,Non-Seasonal,,49442.78169876863
44425.0,111.0,Food,931.9092621689051,Warehouse,8.305926807309394,1.4116417664978864,Medium,2.8837965527393172,0.8669049899559861,High,High Seasonality,High,28368.32812965069
38419.0,125.0,Automotive,,Refrigerated,,1.1242750398057215,High,0.8029786297222241,4.849996927608967,Standard,High Seasonality,Medium,14131.960562230697
33038.0,,Electronics,4634.2144904436345,Warehouse,11.721849499203415,1.769605383917264,Medium,1.1926464260158933,3.314386969969044,Basic,Seasonal,High,46232.598739215035
23797.0,64.0,Food,3319.6503350647217,Warehouse,2.2086738907548735,2.344750602715816,Medium,4.045982852430394,1.7873071714306905,Standard,Non-Seasonal,Low,1476.5210346102706
,310.0,Food,1614.721535107685,,,2.255120721174728,High,5.765672343663023,4.473506961563384,Basic,High Seasonality,Low,22770.3385378791
12045.0,357.0,Clothing,3122.9056502192966,Warehouse,7.060044551343919,,Low,0.5733910552084249,4.42438414588953,,Non-Seasonal,Medium,12297.436378690474
5713.0,155.0,Food,2096.110412699071,Warehouse,5.579879957704577,1.8456972094498798,High,5.864011443227954,0.8763737737516482,Standard,Seasonal,Medium,32469.882607769916
5695.0,178.0,Electronics,3823.115547130436,Outdoor,8.818611646522172,2.9157407467778933,Low,2.212067273031108,3.193022782324586,Standard,Non-Seasonal,High,13670.695812474896
18538.0,19.0,Clothing,416.3022852338576,Outdoor,4.608644805553293,0.588751029469115,Low,2.18540047020855,0.5354523218847128,Standard,High Seasonality,Low,3468.2008126838664
3391.0,191.0,Automotive,1521.4133338868687,Warehouse,8.031488587381268,0.5949893288462325,Low,8.586311809230233,3.4268028329893103,Basic,,Medium,32025.34328658017
15554.0,256.0,Clothing,3288.1945052710394,,10.912678364652354,2.678506914229114,Medium,8.46172244270424,,Maximum,High Seasonality,Low,4507.015174318342
41182.0,235.0,Electronics,2196.670632091607,,1.9802709975545958,2.087626052969016,Medium,9.141005571466218,3.076153693754456,Standard,High Seasonality,High,1301.7854601707807
41553.0,33.0,Electronics,3486.025560665494,Warehouse,5.736272897966423,2.9038124791276845,Low,2.6598268738967583,1.093980068352743,,Seasonal,Low,38481.23836028931
1135.0,150.0,Food,486.7339277297466,Climate Controlled,8.000409247598194,2.41087826818558,,3.1133718278622173,4.1696566155490205,Basic,Non-Seasonal,Medium,10169.270783161897
42837.0,92.0,Food,3988.600954017365,,11.166973898795685,0.7899861051274272,High,2.7034066130832137,4.172423641901125,Basic,Non-Seasonal,Medium,4157.633079643688
17242.0,,Food,1218.357486870627,Refrigerated,4.918163917860529,0.6749259085150803,High,5.687485966551157,1.620533822129605,Basic,High Seasonality,High,11243.187328622073
3606.0,137.0,Electronics,,Outdoor,8.32160753454014,1.6968925109663522,Medium,0.9329473117010199,1.668074153825888,,Seasonal,Medium,19263.90669849298
650.0,104.0,Automotive,3598.9855000156767,Climate Controlled,8.3895351185507,0.7172603597006231,High,2.741743931150239,0.8591595942153972,Standard,Non-Seasonal,Medium,7749.182830536088
10730.0,337.0,,2522.8824714894913,Warehouse,10.605387733337635,2.8302721327718268,High,9.818590363584827,4.177667476510305,Maximum,High Seasonality,Medium,24061.929861814966
,213.0,Automotive,942.9746398510775,Outdoor,1.320152410493467,1.3117439335280117,Medium,3.213658071496273,2.1525523990831017,High,High Seasonality,Low,1556.5663445108246
49592.0,254.0,Pharmaceuticals,2608.7793120021793,Refrigerated,2.904014776235391,1.31323751942278,High,,2.205571624869857,High,,Medium,
3220.0,152.0,Automotive,2675.0298253132783,Warehouse,4.369063232310403,2.0287675578495494,High,9.048047158575919,3.530748910549428,Standard,Non-Seasonal,Low,37015.55455449718
30073.0,184.0,Automotive,2831.1703160292004,Warehouse,2.3104615863172597,,High,3.0252098115609916,3.5847761872680195,Basic,High Seasonality,Low,24468.017529000943
28348.0,332.0,Clothing,4361.114517147984,Climate Controlled,8.870967481700998,0.8800975401356527,High,,2.4777355113269803,Standard,Seasonal,,40508.264953618505
20795.0,238.0,Food,4537.081394865994,Warehouse,10.426596349307408,0.5968175080413519,Low,6.410887209671005,2.2324799659802297,,Seasonal,High,7129.549411337741
29539.0,81.0,Food,1895.6918632363625,Outdoor,7.285440195654983,2.1779376928303082,Medium,0.8336520491583435,4.199931774239064,High,Seasonal,High,6243.794355038087
5656.0,344.0,Clothing,4466.663715455667,Warehouse,6.524539248426345,1.712624389292164,High,2.139599435265654,2.1333262090725786,Standard,Seasonal,High,18974.728340407008
1077.0,260.0,Automotive,1106.6607624448643,,6.850402823341114,2.1253929295675533,High,5.679337486089491,3.1775201032619456,Maximum,Seasonal,Low,48447.32122849274
14580.0,184.0,Automotive,3386.248069376758,Climate Controlled,7.217587929752663,1.7250105633305306,Medium,5.915829842034944,4.082739143755998,Standard,Seasonal,Low,659.1541076912281
14675.0,213.0,Pharmaceuticals,3040.197514300714,,10.219417712945821,2.484214328058675,Medium,1.0838918310380206,3.926099720089082,High,Seasonal,Low,6000.418933791198
13773.0,168.0,Clothing,4077.04804259044,Warehouse,1.6521692041651792,2.1474320411762053,Low,4.7011693275203585,4.837275043428582,Standard,Seasonal,Low,39538.06119675404
3940.0,150.0,,1227.7859999694429,Climate Controlled,2.3751492628549116,0.5087752502811439,High,4.922440447934079,4.4987992248994635,Basic,Seasonal,Low,
1497.0,195.0,Food,1004.4382652167851,Warehouse,,1.49946370913817,Low,1.0089330599200441,0.21226632308446772,Standard,Non-Seasonal,Medium,6300.885444506901
33044.0,292.0,,953.1095146550133,Outdoor,4.749732706569066,1.110636171237818,,4.56315044909453,0.39794769647001704,,Non-Seasonal,Medium,44072.6173264686
45496.0,218.0,Food,385.28669333659246,Climate Controlled,10.962344766246602,1.2347293491803555,High,1.6605421858932186,4.242440653419779,Maximum,High Seasonality,Low,38431.09200883788
27987.0,332.0,,2867.0483353680215,Outdoor,11.117555933616071,1.3919806768066787,,7.488410141700244,0.5548304079569114,Maximum,High Seasonality,High,25007.361889659558
16095.0,299.0,Automotive,287.18838560776175,Outdoor,2.580659598002502,1.1976885290136918,Low,3.8546925602109825,1.0216968985041603,Standard,Seasonal,High,49920.37312503098
27623.0,279.0,Automotive,403.36053202423045,Refrigerated,1.9361327817020442,1.3739451451644902,Low,8.593366165953464,1.1800517227002343,Standard,Seasonal,High,
44589.0,37.0,Clothing,2057.5754767173476,Outdoor,,2.6232710415265985,Low,4.092991983291874,4.848219980709824,Maximum,,High,28366.44092237399
3211.0,106.0,Pharmaceuticals,2494.1509499763706,Climate Controlled,6.851571579552967,1.0214744178977653,Medium,1.3332551743687504,4.675377091630116,Basic,Non-Seasonal,High,1557.370977409214
36903.0,,Food,4878.040437343499,Outdoor,4.463626074440271,1.7685315600982512,Medium,9.969851795051534,3.7779032854920778,Basic,Seasonal,Medium,41105.31944939925
23126.0,149.0,Pharmaceuticals,3703.1198590167537,Outdoor,10.218456365760126,1.474788827920262,Medium,,4.41629506610285,Basic,High Seasonality,High,20157.285015315043
6661.0,310.0,Automotive,490.80354654205274,Outdoor,,2.9789762141923117,Low,8.84086376167531,0.3286471889353193,High,High Seasonality,High,2155.4949509571015
27585.0,102.0,Clothing,2337.171636836929,Outdoor,6.90160261447316,2.997160646741289,High,2.1915729688228422,1.3421407392796525,Maximum,Seasonal,Medium,3182.0190825286013
40752.0,127.0,Automotive,575.9366665293143,Climate Controlled,9.344033957068383,2.6288584860278434,Medium,2.697106516720529,4.030859695280072,Maximum,High Seasonality,,36616.4491144667
4370.0,53.0,Electronics,3966.6333327385823,Warehouse,6.956041913676757,,Medium,9.98188109907218,,Basic,Non-Seasonal,Low,20790.856319385293
